Rounded_Time,KNN2,KNN3,KNN4,KNN5,payload.activityCount,Distance_moved,ActivityCount_Difference
2023-02-11 01:00:00+00:00,25.855968157490253,42.23562710787003,126.28789960226388,131.55455993616155,135217.0,,
2023-02-11 02:00:00+00:00,14.72155632326617,26.534464129766707,39.17861351531277,113.22666054433778,136058.0,1443.3829158900471,841.0
2023-02-11 03:00:00+00:00,39.70479024099853,59.82656138104413,60.224473015080285,66.34501907563511,136650.0,681.2694214754637,592.0
2023-02-11 04:00:00+00:00,17.72585556638274,47.77594310692503,55.77326880502429,57.84857518443616,137135.0,404.1723513326816,485.0
2023-02-11 05:00:00+00:00,8.870108380606124,17.24709992563575,22.89867277168836,35.002714038852645,137445.0,231.8195871581572,310.0
2023-02-11 06:00:00+00:00,0.0,8.539782161608635,36.77250389584612,38.22877154274786,137483.0,3.722102134103191,38.0
2023-02-11 07:00:00+00:00,6.177647812996401,8.870108380606124,41.61707805007852,52.10945769926152,137488.0,6.177647812996401,5.0
2023-02-11 08:00:00+00:00,8.870110233241364,17.079564324631917,19.394977495115416,19.58894840409596,137602.0,28.46594053987432,114.0
2023-02-11 09:00:00+00:00,11.166244151024843,31.312534593508094,44.016670487600216,59.67220149341532,138032.0,159.57152730240028,430.0
2023-02-11 10:00:00+00:00,110.56936788816851,140.90374368936233,171.4274059372489,247.6201124566492,138515.0,251.86884354387425,483.0
2023-02-11 11:00:00+00:00,13.46868679440235,15.019324167863472,31.677713267449885,55.26882687214009,139006.0,268.4195692890036,491.0
2023-02-11 12:00:00+00:00,26.05443987970648,29.36095539812284,59.77847513408974,62.93143564132246,139090.0,11.38637621594973,84.0
2023-02-11 13:00:00+00:00,7.444128771192468,10.00568441855933,37.08334122451191,66.96220681624796,139104.0,17.74018396818632,14.0
2023-02-11 14:00:00+00:00,2.8465940543410944,19.18443084327792,55.26885309946245,84.09972124174404,139142.0,14.388323131565604,38.0
2023-02-11 15:00:00+00:00,63.55549137112534,64.25680306480636,68.93745582363167,76.89544427337889,139680.0,400.1706383388214,538.0
2023-02-11 16:00:00+00:00,19.39559564942745,48.5407819610206,91.76078371801133,95.6880712197478,140127.0,301.4931337446282,447.0
2023-02-11 17:00:00+00:00,34.90860576405638,53.32919463891984,81.27126427469075,82.57549824454941,140640.0,399.1314368771701,513.0
2023-02-11 18:00:00+00:00,12.843802739124133,22.33362859661911,35.72447337981845,78.35777994478279,141236.0,619.5788363958824,596.0
2023-02-11 19:00:00+00:00,3.72233697976299,10.007305493983024,11.992386375211824,29.3393889524748,141535.0,550.7016884827359,299.0
2023-02-11 20:00:00+00:00,0.0,9.794828171162914,10.0073107485228,10.0073107485228,141550.0,7.444674400360562,15.0
2023-02-11 21:00:00+00:00,4.796955919601605,8.870207484620789,10.007308121925757,17.028950260793113,141570.0,7.738047636369527,20.0
2023-02-11 22:00:00+00:00,11.167009615387718,18.53336713891233,18.836407581592525,21.18551280737835,141595.0,2.3984779609927718,25.0
2023-02-11 23:00:00+00:00,14.889343504434898,15.476085718553026,21.58629547680871,22.010429548319696,141652.0,26.536374629238875,57.0
2023-02-12 00:00:00+00:00,2.398474534812501,9.794824145483368,10.00729761316991,11.155949972434282,141847.0,14.889343504434898,195.0
2023-02-12 01:00:00+00:00,18.53308308566244,20.23937021488496,84.36885661867856,91.8211551521344,142585.0,1045.2522195070208,738.0
2023-02-12 02:00:00+00:00,20.495203151659123,32.128306469902256,32.322482423070525,37.72908030845616,143478.0,1178.0423735178254,893.0
2023-02-12 03:00:00+00:00,37.083337190947695,46.11015538868897,47.76409292767234,49.96497659800168,143950.0,393.9304029443558,472.0
2023-02-12 04:00:00+00:00,30.03860325551344,39.44013760004544,40.63493562279256,47.79139881968688,144450.0,231.6408272176461,500.0
2023-02-12 05:00:00+00:00,2.8465940536337704,7.444089033628464,32.10379486314859,33.05852713297674,144534.0,39.704426683805536,84.0
2023-02-12 06:00:00+00:00,0.0,25.85285876464955,34.64146293926183,36.97020699788352,144541.0,4.796048774453785,7.0
2023-02-12 07:00:00+00:00,914.2984473688128,2045.427734497203,2051.5385390350098,2052.5183137100066,144887.0,2086.132612352578,346.0
2023-02-12 08:00:00+00:00,2.8465940543410944,20.238487465041132,20.86803071473201,23.88746742362992,144894.0,2085.141845175043,7.0
2023-02-12 09:00:00+00:00,3.722043854744037,25.685499004551232,31.89559157876147,69.54264761426015,144899.0,7.444088150792577,5.0
2023-02-12 10:00:00+00:00,8.539782161608635,36.697285784319206,43.76308798877071,73.70532819500762,145325.0,223.12060910858392,426.0
2023-02-12 11:00:00+00:00,14.720551692076558,25.6856668910839,26.61028067702107,32.12834652153963,145760.0,58.18340325514704,435.0
2023-02-12 12:00:00+00:00,14.433575214695331,19.58882894351815,20.069939169010063,22.898665881349128,145767.0,13.273241810163352,7.0
2023-02-12 13:00:00+00:00,7.7368569086931425,12.32353235204156,16.53528680837562,18.83374870216105,145771.0,17.72553302747379,4.0
2023-02-12 14:00:00+00:00,23.94780137993644,38.52858939561076,41.12129359992389,67.34347240817456,145920.0,86.21768187355943,149.0
2023-02-12 15:00:00+00:00,150.59146921148317,161.6586066958917,187.1964365657745,230.50726477240065,146524.0,495.3305868088078,604.0
2023-02-12 16:00:00+00:00,80.96502454892835,84.00343820301664,172.44721515648047,255.3632993288213,147051.0,393.5351575807552,527.0
2023-02-12 17:00:00+00:00,180.4718381505351,201.83088974121105,225.5532860894697,292.82098238790024,147503.0,426.4414423402883,452.0
