Rounded_Time,KNN2,KNN3,KNN4,KNN5,payload.activityCount,Distance_moved,ActivityCount_Difference
2023-02-11 01:00:00+00:00,25.855968157490253,68.05361828338246,152.00139310746152,157.13686620306842,179526.0,,
2023-02-11 02:00:00+00:00,95.47475178531128,106.64837357657902,113.22666054433778,115.59194033944672,180541.0,1520.7676610112449,1015.0
2023-02-11 03:00:00+00:00,79.95398538085193,126.69741056198228,128.28099849314358,148.1069952654065,181410.0,654.5918720666238,869.0
2023-02-11 04:00:00+00:00,48.659767591753294,62.49439116321324,68.04726996108226,94.21643620265792,182090.0,284.9886399847106,680.0
2023-02-11 05:00:00+00:00,8.53978216090131,8.870108380606124,31.677731113754184,38.809474393793344,182394.0,145.8632193485264,304.0
2023-02-11 06:00:00+00:00,0.0,8.539782161608635,36.77250389584612,38.22877154274786,182398.0,5.693188108682189,4.0
2023-02-11 07:00:00+00:00,2.8465940536337704,6.177647812996401,35.48043833855565,46.24671987264404,182405.0,0.0,7.0
2023-02-11 08:00:00+00:00,15.474059819085609,23.272345942491945,31.17927890318814,31.404231971077007,182466.0,7.194338366022,61.0
2023-02-11 09:00:00+00:00,18.83394537685505,69.69788155098249,108.03813249687086,126.21218432783049,183100.0,243.9618784320306,634.0
2023-02-11 10:00:00+00:00,70.18323860274045,78.42044068583313,97.26734202127918,161.61735275429132,183610.0,156.97087967098386,510.0
2023-02-11 11:00:00+00:00,46.87776444266894,86.70307008403374,88.628028570806,95.49344800571656,183977.0,37.730148545135,367.0
2023-02-11 12:00:00+00:00,36.08336374591512,37.06575599532979,64.13090096287296,78.61571149613242,183985.0,28.56677229101275,8.0
2023-02-11 13:00:00+00:00,31.30451283757929,54.561656287913934,71.09366591860096,74.33994569421284,183991.0,14.888275202937155,6.0
2023-02-11 14:00:00+00:00,56.39489576928635,76.02915740022749,94.21484441026486,144.33314756647786,184247.0,90.05134898481876,256.0
2023-02-11 15:00:00+00:00,79.64080656458182,95.7921604468642,99.9322287877212,102.91312615218392,184870.0,246.044207419626,623.0
2023-02-11 16:00:00+00:00,43.24371902690854,64.44405294716829,76.74160463630795,89.40986252237802,185557.0,311.7190939694142,687.0
2023-02-11 17:00:00+00:00,60.29815024051034,68.48642397040489,89.92501052474209,94.66485302651756,186272.0,465.25411083396233,715.0
2023-02-11 18:00:00+00:00,64.21798003130307,97.20836879419406,157.73393765930072,159.53665074839515,186969.0,512.0759763707018,697.0
2023-02-11 19:00:00+00:00,2.398475219811122,4.79695043962221,6.1777890461504255,7.444669986057474,187489.0,749.8090818364758,520.0
2023-02-11 20:00:00+00:00,10.007292359755091,11.636247105277652,17.740413302932073,17.740413302932073,187593.0,20.01459259993239,104.0
2023-02-11 21:00:00+00:00,7.195413330628443,10.007284479317743,23.88246939841839,26.610618564895677,187795.0,18.350631921295356,202.0
2023-02-11 22:00:00+00:00,9.175317572210684,23.214085581704538,23.89032884226336,24.40523141186164,187877.0,15.476058964915842,82.0
2023-02-11 23:00:00+00:00,7.444670869578877,7.738036171282949,14.889343504434898,15.019591547172944,187991.0,32.32847015457035,114.0
2023-02-12 00:00:00+00:00,2.398474534812501,7.738038081656827,8.870206003531905,9.17531918377112,188206.0,16.789321746069465,215.0
2023-02-12 01:00:00+00:00,20.23937021488496,21.770973634968065,84.87530666666258,93.22505378169797,189020.0,1054.1207788081103,814.0
2023-02-12 02:00:00+00:00,54.373653733800936,55.44692485673322,65.1946571317968,87.49326586871481,190041.0,1209.869015047107,1021.0
2023-02-12 03:00:00+00:00,9.794351047711402,25.685290167054653,31.173889395964157,37.083337190947695,190694.0,335.82754969111613,653.0
2023-02-12 04:00:00+00:00,27.35615705215369,27.726166692257227,30.03860325551344,31.424903406231888,191130.0,267.6489701735468,436.0
2023-02-12 05:00:00+00:00,7.444089033628464,9.79438393433441,31.178588439031657,33.49841455966661,191140.0,2.8465940536337704,10.0
2023-02-12 06:00:00+00:00,2.398027813787997,2.398027813787997,5.693188107974865,6.1776148262655495,191202.0,43.23408859307604,62.0
2023-02-12 07:00:00+00:00,7.73679764536445,9.794390646497488,11.154420394678024,11.166143484334526,191219.0,11.166143484334526,17.0
2023-02-12 08:00:00+00:00,6.177616688432573,14.433571572124764,14.433571572124764,17.079564323924593,191245.0,17.725387653653563,26.0
2023-02-12 09:00:00+00:00,12.355230185230983,25.685499004551232,25.852848467129085,53.17604030075375,191262.0,22.11471150507192,17.0
2023-02-12 10:00:00+00:00,56.50009166989173,73.54318544085721,98.46570948936558,146.47967723509635,191564.0,145.64341420407095,302.0
2023-02-12 11:00:00+00:00,99.56642727860986,106.65208939008642,112.78887477544764,113.24557859853547,192177.0,290.4130272990846,613.0
2023-02-12 12:00:00+00:00,62.60875065090509,65.30811518898,66.96215314334002,69.63179820118114,192507.0,82.69043228592206,330.0
2023-02-12 13:00:00+00:00,47.73433904514206,62.60876839478377,67.14546957910183,68.63734468693559,192514.0,2.8465940536337704,7.0
2023-02-12 15:00:00+00:00,46.96666519166317,102.8147442676488,165.24994209122113,170.5823453903185,193557.0,610.4834341257609,1043.0
2023-02-12 16:00:00+00:00,42.0013485419284,128.58968232539823,168.26275772886316,179.73833123306247,194279.0,405.5706053992111,722.0
2023-02-12 17:00:00+00:00,85.73686750260686,110.17003107837571,115.4900844815748,115.73223654000776,194898.0,381.9909452580926,619.0
2023-02-12 18:00:00+00:00,55.27480539238704,114.33316922571996,179.4783835325293,267.2284048278409,195449.0,190.95055680845616,551.0
